OBJECTID,LABEL,LABEL_NEW,LABEL_FNL,COMP_A,RELATIONAB,COMP_B,RELATIONBC,COMP_C,RELATIONCD,COMP_D,PROCESS,COMMENTS,PARTCOV_A,BEDROCK_A,TEXTURE1_A,TEXTURE2_A,TEXTURE3_A,MATERIAL_A,QUALIFIERA,SUBTYPE_A,AGE_A,EXPRSN1_A,EXPRSN2_A,EXPRSN3_A,PARTCOV_B,BEDROCK_B,TEXTURE1_B,TEXTURE2_B,TEXTURE3_B,MATERIAL_B,QUALIFIERB,SUBTYPE_B,AGE_B,EXPRSN1_B,EXPRSN2_B,EXPRSN3_B,PARTCOV_C,BEDROCK_C,TEXTURE1_C,TEXTURE2_C,TEXTURE3_C,MATERIAL_C,QUALIFIERC,SUBTYPE_C,AGE_C,EXPRSN1_C,EXPRSN2_C,EXPRSN3_C,PARTCOV_D,BEDROCK_D,TEXTURE1_D,TEXTURE2_D,TEXTURE3_D,MATERIAL_D,QUALIFIERD,SUBTYPE_D,AGE_D,EXPRSN1_D,EXPRSN2_D,EXPRSN3_D,PROCESS_A,PRO_QUAL_A,PROCLASS1A,PROCLASS2A,PROCESS_B,PRO_QUAL_B,PROCLASS1B,PROCLASS2B,PROCESS_C,PRO_QUAL_C,PROCLASS1C,PROCLASS2C,CHECK_FIX,RANDOM_NO,ORIGNL_MAP,LABEL_TST,HAZ_RANK,POLY_NUM,SHAPE_Length,SHAPE_Area
2652,Cv.Tb,Cv/Tb,dszCv/msdMbM,dszCv,/,msdMbM,,,,,,dszCv.dmsMb,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3420.377758675038422,590275.470703703351319
2653,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1736.553777116378797,160791.530914142815163
2654,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,574.969354500273312,16980.254839937053475
2655,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1775.189591276720421,173824.135284631134709
2656,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2116.195848796189239,223560.979691841057502
2657,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2253.820300802970905,248579.742576576623833
2658,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2882.292540085328710,470758.795481376990210
2659,Cv.Tv,Cv/Tv,dszCv/msdMvM,dszCv,/,msdMvM,,,,,,dszCv.dmsMv,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3539.092005630532640,406080.160908961843234
2660,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1767.584046572922034,163279.410134615463903
2661,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3520.068095196103513,228148.659744082629913
2662,Cv.Tv,Cv/Tv,dszCv/msdMvM,dszCv,/,msdMvM,,,,,,dszCv.dmsMv,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,21447.070953464299237,4039673.868371257092804
2663,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3377.977664605799418,322986.103830644744448
2664,Ap,Ap,zsgFp-U,zsgFp,,,,,,,U,sgzFp,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,32901.883912653822335,2218316.484909463673830
2665,O.Ap-Pf,O/Ap-Pf,eOpv/zsgFp-XU,eOpv,/,zsgFp,,,,,XU,O.sgzFp-X,,,e,,,O,,,,p,v,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,U,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3335.681401188498057,330662.422067297622561
2666,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,14240.633143369228492,6188933.443378329277039
2667,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1677.053156457787964,90679.945662718790118
2668,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,4316.482102863094951,926452.349202825571410
2669,Tb.Gp,Tb/Gp,msdMbM/gszFGpM,msdMbM,/,gszFGpM,,,,,,dmsMb.gszFGp,,,m,s,d,M,,,M,b,,,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3600.242037064582291,418696.819485249987338
2670,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1433.873188124094668,51277.341548370859527
2671,Tb.Gp-Pf,Tb/Gp-Pf,msdMbM/gszFGpM-X,msdMbM,/,gszFGpM,,,,,X,dmsMb.gszFGp-X,,,m,s,d,M,,,M,b,,,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,13542.430271499149967,2581107.079493046738207
2672,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,683.006388815682840,29634.350525530589948
2673,Cv.Tb,Cv/Tb,dszCv/msdMbM,dszCv,/,msdMbM,,,,,,dszCv.dmsMb,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3208.176277594113344,288341.402530138264410
2674,Cv-G,Cv-G,dszCv-V,dszCv,,,,,,,V,dszCv-V,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3613.874018920596882,372856.811033731268253
2675,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1964.002868096038128,58851.735547189025965
2676,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1402.528188298794248,105197.633016610358027
2677,Cv.Tb,Cv/Tb,dszCv/msdMbM,dszCv,/,msdMbM,,,,,,dszCv.dmsMb,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,4845.590976170769864,554987.607706514652818
2678,Gp-G,Gp-G,gszFGpM-V,gszFGpM,,,,,,,V,gszFGp-V,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,7749.236357229697205,751307.219691790756769
2679,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,827.564034100879780,22375.115440353867598
2680,RG,RG,Cm-ZFg,Cm,,,,,,,ZFg,C-ZFg,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,RG = C-ZFg,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1083.359622107152973,62727.138589407099062
2681,RG,RG,Cm-ZFg,Cm,,,,,,,ZFg,C-ZFg,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,RG = C-ZFg,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,830.175707045213585,42238.635667655435100
2682,Ax,Ax,sgzFpf.dszCf-Rd,sgzFpf,.,dszCf,,,,,Rd,sgzFpf,,,s,g,z,F,,,,p,f,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2933.457591472425065,141674.700849618297070
2683,Ca.Ap,Ca/Ap,dszCa/zsgFp-U,dszCa,/,zsgFp,,,,,U,dszCa.sgzFp,,,d,s,z,C,,,,a,,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3255.493737399023303,326676.182808607933111
2684,Gt.Ca,Gt/Ca,gszFGtM/dszCa,gszFGtM,/,dszCa,,,,,,gszFGt.dszCa,,,g,s,z,F,G,,M,t,,,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2369.917750871153657,288875.772577073774301
2685,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2631.426044827830992,355575.022900556505192
2686,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1234.880105930480340,60447.891860314804944
2687,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1535.315951306584111,121828.252780066410196
2688,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1067.134534796571643,43450.208700552546361
2689,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,569.264320854364883,16995.951858466458361
2690,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1368.056747898229560,73283.453530204904382
2691,Cz,Cz-F,C-F,C,,,,,,,F,C-F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,914.079935017660432,40510.880610502470518
2692,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,4972.764372991318851,548759.764427152229473
2693,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1068.845135571830042,65738.165914634533692
2694,Cz,Cz-F,C-F,C,,,,,,,F,C-F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,853.819719096901508,40040.632879423494160
2695,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1391.873221264080257,71365.956406603843789
2696,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1775.681223501257818,150410.323777602287009
2697,Cz,Cz-F,C-F,C,,,,,,,F,C-F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1450.384681199867600,90941.284093519730959
2698,Tb.Gp.Cv,Tb/Gp/Cv,msdMbM/gszFGpM/dszCv,msdMbM,/,gszFGpM,/,dszCv,,,,dmsMb.gszFGp.dszCv,,,m,s,d,M,,,M,b,,,,,g,s,z,F,G,,M,p,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3006.844314435792967,288791.260784689511638
2699,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1295.694311726887463,72849.522445949798566
2700,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,7947.342929091084443,642743.105571422143839
2701,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1385.106253160530514,72672.045404286269331
2702,Cv.Tv-Pf,Cv/Tv-Pf,dszCv/msdMvM-X,dszCv,/,msdMvM,,,,,X,dszCv.dmsMv-X,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,16859.236528066277970,4172516.180712941102684
2703,Ca.Tb.Ax,CaTbAx,dszCaf/msdMbM/sgzFpf-Rd,dszCaf,/,msdMbM,/,sgzFpf,,,Rd,dszCa.dmsMb.sgzFpf,,,d,s,z,C,,,,a,f,,,,m,s,d,M,,,M,b,,,,,s,g,z,F,,,,p,f,,,,,,,,,,,,,,R,,d,,,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,5191.176398031026110,1014097.872845561127178
2704,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,4486.104822330699790,394748.339449875813443
2705,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1012.703344710888018,46767.971404503463418
2706,Tb.Cv,Tb/Cv,msdMbM/dszCv,msdMbM,/,dszCv,,,,,,dmsMb.dszCv,,,m,s,d,M,,,M,b,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1567.393388226111711,91298.567102220331435
2707,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,772.999742233131769,31383.434601969551295
2708,Gp.Cz,Gp/Cz-F,gszFGpM/C-F,gszFGpM,/,C,,,,,F,gszFGp.C-F,,,g,s,z,F,G,,M,p,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3954.334878646658581,407286.566133423533756
2709,Ca.Gp,Ca/Gp,dszCa/gszFGpM,dszCa,/,gszFGpM,,,,,,dszCa.gszFGp,,,d,s,z,C,,,,a,,,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,4315.993659980541452,486356.902827925514430
2710,Gt.Cz,Gt/Cz-F,gszFGtM/C-F,gszFGtM,/,C,,,,,F,gszFGt.C-F,,,g,s,z,F,G,,M,t,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,4371.155191152990483,645687.591813883162104
2711,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,839.137588023489798,36540.052105428170762
2712,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1103.989925127502374,50722.623360086559842
2713,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,960.997331767335027,55255.807464130681183
2714,Tb.Cv,Tb/Cv,msdMbM/dszCv,msdMbM,/,dszCv,,,,,,dmsMb.dszCv,,,m,s,d,M,,,M,b,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,5137.965213556836716,1262970.270996855106205
2715,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,337.772958746436927,7282.340027439592632
2716,Cv.Gx,Cv/Gx,dszCv/gszFGhM/msdMbvhM/szcLGbM-T,dszCv,/,gszFGhM,/,msdMbvhM,/,szcLGbM,T,dszCv.gszFGh-T,,,d,s,z,C,,,,v,,,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,T,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1304.412908179814622,25546.834787895826594
2717,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1155.670157285131609,70884.789326974670985
2718,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2918.834283125860111,139638.357137064827839
2719,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,11162.162078786930579,520234.581396358727943
2720,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,631.848333516847106,18684.176046977019723
2721,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,11000.299148322383189,1511221.419743622420356
2722,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1028.858910105892392,75414.604586095345439
2723,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2063.569144235978456,103848.232015802612295
2724,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,30631.846938498943928,10097918.184118617326021
2725,Tx,Tx,msdMbvhM.gszFGhrM-T,msdMbvhM,.,gszFGhrM,,,,,T,dsmMvb.gszFGh-T,,,m,s,d,M,,,M,b,v,h,,,g,s,z,F,G,,M,h,r,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,4263.612271933526245,768014.517340833204798
