OBJECTID,LABEL,LABEL_NEW,LABEL_FNL,COMP_A,RELATIONAB,COMP_B,RELATIONBC,COMP_C,RELATIONCD,COMP_D,PROCESS,COMMENTS,PARTCOV_A,BEDROCK_A,TEXTURE1_A,TEXTURE2_A,TEXTURE3_A,MATERIAL_A,QUALIFIERA,SUBTYPE_A,AGE_A,EXPRSN1_A,EXPRSN2_A,EXPRSN3_A,PARTCOV_B,BEDROCK_B,TEXTURE1_B,TEXTURE2_B,TEXTURE3_B,MATERIAL_B,QUALIFIERB,SUBTYPE_B,AGE_B,EXPRSN1_B,EXPRSN2_B,EXPRSN3_B,PARTCOV_C,BEDROCK_C,TEXTURE1_C,TEXTURE2_C,TEXTURE3_C,MATERIAL_C,QUALIFIERC,SUBTYPE_C,AGE_C,EXPRSN1_C,EXPRSN2_C,EXPRSN3_C,PARTCOV_D,BEDROCK_D,TEXTURE1_D,TEXTURE2_D,TEXTURE3_D,MATERIAL_D,QUALIFIERD,SUBTYPE_D,AGE_D,EXPRSN1_D,EXPRSN2_D,EXPRSN3_D,PROCESS_A,PRO_QUAL_A,PROCLASS1A,PROCLASS2A,PROCESS_B,PRO_QUAL_B,PROCLASS1B,PROCLASS2B,PROCESS_C,PRO_QUAL_C,PROCLASS1C,PROCLASS2C,CHECK_FIX,RANDOM_NO,ORIGNL_MAP,LABEL_TST,HAZ_RANK,POLY_NUM,SHAPE_Length,SHAPE_Area
84,A,A,A,A,,,,,,,,-,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1396.190524397007493,90281.414660880487645
85,fF-WF,fF-WF,msF-U,msF,,,,,,,U,C,,,m,s,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1975.192147894224490,56593.688792486354942
86,sE\sFG.GL-TEA,sE\sFG.GL-L,sEhr\sFGM.szcLGM-L,sEhr,\,sFGM,.,szcLGM,,,L,U,,,s,,,E,,,,h,r,,,,s,,,F,G,,M,,,,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2626.210131336958057,105200.112282966598286
87,sF-F,sF-F,sF-U,sF,,,,,,,U,C,,,s,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1778.491180058927966,68170.666369456128450
88,sFG\GL-T,sFG\GL,sFGM\szcLGM,sFGM,\,szcLGM,,,,,,U,,,s,,,F,G,,M,,,,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,3334.517714330807848,132352.893041942268610
89,sE\GL,sE\GL,sEhr\szcLGM,sEhr,\,szcLGM,,,,,,U,,,s,,,E,,,,h,r,,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,5288.059105587628437,653331.374768680543639
90,F-F,F-F,gszF-U,gszF,,,,,,,U,C,,,g,s,z,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2349.605103089109434,133344.909875177370850
91,GL-TVE,GL-VE,szcLGM-VL,szcLGM,,,,,,,VL,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,L,I,,,,,,,update PROCESSB qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,3602.441462384193073,220624.127276036568219
92,GL-TEA,GL-L,szcLGM-L,szcLGM,,,,,,,L,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,5105.233736481051892,186729.586967169510899
93,GL-T,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1394.280081413517792,81135.778967172649573
94,GL-TV,GL-V,szcLGM-V,szcLGM,,,,,,,V,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1420.653898656405545,48664.867089011451753
95,GL-T,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1633.574047287444046,51314.623899049816828
96,GL-T,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,537.438084513863146,7226.070915505004450
97,GL-T,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,799.837568690651324,12346.758696488555870
98,C.F-W,C.F-W,dszC.gszF-U,dszC,.,gszF,,,,,U,C,,,d,s,z,C,,,,,,,,,g,s,z,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1117.820703253145439,41081.496424458593538
99,GL-T,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,797.629303612775402,17642.971717660333525
100,R-RT,R,R,R,,,,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1653.643169348874380,84869.246532174191088
101,F-BZ,F-BZ,gszF-UbX,gszF,,,,,,,UbX,C,,,g,s,z,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,b,,X,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2923.177827589448498,100075.787542297446635
102,\C\R-RT,C\R,dszC\R,dszC,\,R,,,,,,D,,,d,s,z,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apply discontinuous cover to COMPA,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2660.115721128542191,93652.558443090441870
103,GL-TEA,GL-L,szcLGM-L,szcLGM,,,,,,,L,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2551.198369363413349,123306.556196317003923
104,GL-T,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1668.317274967130516,66704.918307571439072
105,GL-TEA,GL-L,szcLGM-L,szcLGM,,,,,,,L,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1362.680143203422858,71089.790143948965124
106,C.GL,C.GL,dszC.szcLGM,dszC,.,szcLGM,,,,,,C,,,d,s,z,C,,,,,,,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,3439.805971103002321,322914.659322200284805
107,\FG\M-R,FG\M\R,sgFGM\dzsMM\R,sgFGM,\,dzsMM,\,R,,,,D,,,s,g,,F,G,,M,,,,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apply discontinuous cover to COMPA,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,962.175418978069843,62570.752393601935182
108,M\R-RT,M\R,dzsMM\R,dzsMM,\,R,,,,,,U,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1367.393413516245573,77659.665262041278766
109,C\R-SR,C\R-S,dszC\R,dszC,\,R,,,,,,C,,,d,s,z,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1101.097672955098460,69332.317087467294186
110,\M\R-R,M\R,dzsMM\R,dzsMM,\,R,,,,,,D,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apply discontinuous cover to COMPA,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2380.236194163336677,274886.789670913072769
111,C-TE,C-E,dszC-L,dszC,,,,,,,L,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,817.966214251222937,41553.136365542632120
112,sgFG.M\R,sgFG.M\R,sgFGM.dzsMM\R,sgFGM,.,dzsMM,\,R,,,,U,,,s,g,,F,G,,M,,,,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2522.213687811001819,255349.580413971008966
113,GL-T,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1911.744034256265877,88954.566994332926697
114,sFG,sFG,sFGM,sFGM,,,,,,,,C,,,s,,,F,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1575.527184155816258,63074.852870427908783
115,C\R-RT,C\R,dszC\R,dszC,\,R,,,,,,U,,,d,s,z,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2917.117275247444013,256288.115344515070319
116,\Mv\R-RT,Mv\R-Z,dzsMvM\R-X,dzsMvM,\,R,,,,,X,DV,,,d,z,s,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,apply discontinuous cover to COMPA,1,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,5175.404291851263224,753992.208283371059224
117,\M\R-RT,M\R,dzsMM\R,dzsMM,\,R,,,,,,D,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apply discontinuous cover to COMPA,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,9866.504263826804163,1328971.379930464550853
118,\sFG\GL,sFG\GL,sFGM\szcLGM,sFGM,\,szcLGM,,,,,,D,,,s,,,F,G,,M,,,,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apply discontinuous cover to COMPA,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,3101.726944234905659,303882.991687944566365
119,GL-T,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2188.754923294693981,55922.157127109036082
120,R-RTE,R-E,R-L,R,,,,,,,L,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,3058.198255867886928,198211.385598309396300
121,gFG\R-R,gFG\R,gFGM\R,gFGM,\,R,,,,,,U,,,g,,,F,G,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1330.857834396439330,82506.794047378978576
122,C-TE,C-E,dszC-L,dszC,,,,,,,L,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,925.951344115263737,49006.492838441765343
123,sFG\GL.FG,sFG\GL,sFGM\szcLGM,sFGM,\,szcLGM,,,,,,U,,,s,,,F,G,,M,,,,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,3584.103397921964643,363227.375678516633343
124,C\R-TE,C\R-E,dszC\R-L,dszC,\,R,,,,,L,U,,,d,s,z,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1061.219952698308816,53448.527514334091393
125,M\R-RTE,M\R-E,dzsMM\R-L,dzsMM,\,R,,,,,L,U,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2376.372591978307355,110268.709533515851945
126,M\R-T,M\R,dzsMM\R,dzsMM,\,R,,,,,,U,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2122.217291730705256,268063.706029786437284
127,C\R-TRE,C\R-E,dszC\R-L,dszC,\,R,,,,,L,U,,,d,s,z,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,708.008262504983577,31434.574755407447810
128,M-T,M,dzsMM,dzsMM,,,,,,,,C,,,d,z,s,M,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,8141.318020803762010,263825.813604291470256
129,M,M,dzsMM,dzsMM,,,,,,,,C,,,d,z,s,M,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,21583.403413045078196,4059369.659219719469547
130,C-TE,C-E,dszC-L,dszC,,,,,,,L,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,4557.171715672891878,225055.458853580668801
131,M,M,dzsMM,dzsMM,,,,,,,,C,,,d,z,s,M,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1170.554238851940681,81683.118947728056810
132,M\R-R,M\R,dzsMM\R,dzsMM,\,R,,,,,,C,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1947.301503025635611,221112.788606619724305
133,C\R-TBE,C\R-BE,dszC\R-UbL,dszC,\,R,,,,,UbL,U,,,d,s,z,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,b,,L,I,,,,,,,update PROCESSB qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,6090.586620702479195,432412.177799994940870
134,M\R,M\R,dzsMM\R,dzsMM,\,R,,,,,,U,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2908.603061335522398,273781.618259507464245
135,xM-T,xM,dsmMM,dsmMM,,,,,,,,C,,,d,s,m,M,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,5304.453211156749603,374874.142178885696921
136,C-TE,C-E,dszC-L,dszC,,,,,,,L,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,4479.441079499157240,229744.550044760399032
137,C-TE,C-E,dszC-L,dszC,,,,,,,L,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1016.245033606685752,60677.331422869952803
138,C-TE,C-E,dszC-L,dszC,,,,,,,L,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,572.542970074610139,13834.846534485077427
139,C-TEA,C-L,dszC-L,dszC,,,,,,,L,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1616.945700795421999,88898.819423438006197
140,fGL,fGL,zcLGM,zcLGM,,,,,,,,C,,,z,c,,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,477.792249473847846,14735.485439957383278
141,GL-MEA,GL-L,szcLGM-L,szcLGM,,,,,,,L,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,939.748705272471170,16049.904531524889535
142,GL,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,3590.091593772904162,220685.757370061881375
143,sfGL,sfGL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,5075.399226823848039,398024.722268933546729
144,C\GL-TMEA,C\GL-L,dszC\szcLGM-L,dszC,\,szcLGM,,,,,L,U,,,d,s,z,C,,,,,,,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1092.592088429664727,30550.308795052544156
145,M,M,dzsMM,dzsMM,,,,,,,,C,,,d,z,s,M,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,6553.919057142285055,939067.635050788405351
146,M,M,dzsMM,dzsMM,,,,,,,,C,,,d,z,s,M,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1887.215024658633865,180468.191355027258396
147,C-ZE,C-ZE,dszC-XL,dszC,,,,,,,XL,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,L,I,,,,,,,update PROCESSB qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,3744.123074389912745,118503.288373906718334
148,M\R,M\R,dzsMM\R,dzsMM,\,R,,,,,,U,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,4533.521468673678100,808801.428741773706861
149,C\R-RTE,C\R-E,dszC\R-L,dszC,\,R,,,,,L,U,,,d,s,z,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,4791.702177505979307,153410.899903686076868
150,C-E,C-E,dszC-L,dszC,,,,,,,L,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,492.584518946370622,11394.203752482048003
151,sgFG\GL,sgFG\GL,sgFGM\szcLGM,sgFGM,\,szcLGM,,,,,,U,,,s,g,,F,G,,M,,,,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1544.599472495793634,63541.779675080164452
152,GL-TEA,GL-L,szcLGM-L,szcLGM,,,,,,,L,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,399.219693503168742,9844.629443520831046
153,sgFG\GL,sgFG\GL,sgFGM\szcLGM,sgFGM,\,szcLGM,,,,,,U,,,s,g,,F,G,,M,,,,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,4439.974007953660475,404665.975864890904631
154,sFG\fGL,sFG\fGL,sFGM\zcLGM,sFGM,\,zcLGM,,,,,,U,,,s,,,F,G,,M,,,,,,z,c,,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,15770.921828008695229,3383969.299290856346488
155,C\R-TRE,C\R-E,dszC\R-L,dszC,\,R,,,,,L,U,,,d,s,z,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,1,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,4878.732812598284909,355623.476719023485202
156,M\R-R,M\R,dzsMM\R,dzsMM,\,R,,,,,,U,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,9037.963488364193836,2004888.257548219524324
157,GL-TME,GL-E,szcLGM-L,szcLGM,,,,,,,L,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2603.907870911518785,167555.691045908315573
158,C-T,C,dszC,dszC,,,,,,,,C,,,d,s,z,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,2490.902141400285927,119806.243912489328068
159,GL-T,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1337.720267315823321,93900.155240494161262
160,GL,GL,szcLGM,szcLGM,,,,,,,,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,4739.744953362147498,452444.885873751307372
161,GL-TE,GL-E,szcLGM-L,szcLGM,,,,,,,L,C,,,s,z,c,L,G,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,1878.742442930077232,73407.988424444847624
162,M\R-R,M\R,dzsMM\R,dzsMM,\,R,,,,,,U,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,9478.969381925606285,1799980.022490745875984
163,C.M\R-RTE,C.M\R-E,dszC.dzsMM\R-L,dszC,.,dzsMM,\,R,,,L,U,,,d,s,z,C,,,,,,,,,d,z,s,M,,,M,,,,,,,,,R,,,,,,,,,,,,,,,,,,,L,I,,,,,,,,,,,update PROCESSA qualifier I,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,3723.638258498944651,184918.413863109424710
164,M,M,dzsMM,dzsMM,,,,,,,,C,,,d,z,s,M,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mougeot, 1997,  Whitehorse, City of Whitehorse unpublished",,,,6854.081622601623167,632578.665351599687710
